full_name,city,engine_capacity,insurance,transmission_type,categoria_marca,kms_driven,ano,marca,modelo,mileage,seats,engine_capacity,body_type,fuel_type,kms_driven,max_power,owner_type,resale_price_Lakh
2019 Hyundai Santro Sportz CNG BSIV,Gurgaon,1086.0,Zero Dep,Manual,baixa,27792.0,2019.0,Hyundai,Santro Sportz CNG BSIV,33.54,5.0,1086.0,Hatchback,CNG,27792.0,58.0,First Owner,5.64
2021 Maruti Wagon R CNG LXI Opt,Gurgaon,998.0,Third Party,Manual,baixa,20000.0,2021.0,Maruti,Wagon R CNG LXI Opt,12.95,5.0,998.0,Hatchback,CNG,20000.0,58.3,First Owner,5.5
2013 BMW 3 Series 320d Sport Line,Kolkata,1995.0,Comprehensive,Automatic,alta,39000.0,2013.0,BMW,3 Series 320d Sport Line,21.4,5.0,1995.0,Sedan,Diesel,39000.0,184.0,First Owner,11.0
2019 Volkswagen Polo 1.0 TSI Highline Plus,Delhi,999.0,Third Party,Manual,baixa,45000.0,2019.0,Volkswagen,Polo 1.0 TSI Highline Plus,24.7,5.0,999.0,Hatchback,Petrol,45000.0,108.6,First Owner,6.99
2019 Maruti Wagon R CNG LXI BSIV,Delhi,998.0,Third Party,Manual,baixa,68678.0,2019.0,Maruti,Wagon R CNG LXI BSIV,19.34,5.0,998.0,Hatchback,CNG,68678.0,67.0,First Owner,5.34
2019 Hyundai Tucson 2.0 Dual VTVT 2WD AT GL Opt,Ahmedabad,1999.0,Third Party,Automatic,baixa,30000.0,2019.0,Hyundai,Tucson 2.0 Dual VTVT 2WD AT GL Opt,14.1,5.0,1999.0,SUV,Petrol,30000.0,152.8,First Owner,17.0
2018 Maruti Baleno 1.2 CVT Zeta,Mumbai,1197.0,Comprehensive,Automatic,baixa,32647.0,2018.0,Maruti,Baleno 1.2 CVT Zeta,18.88,5.0,1197.0,Hatchback,Petrol,32647.0,83.1,First Owner,7.45
2018 Maruti Alto 800 LXI,Ahmedabad,796.0,Third Party,Manual,baixa,70000.0,2018.0,Maruti,Alto 800 LXI,23.84,5.0,796.0,Hatchback,Petrol,70000.0,47.3,First Owner,2.8
2019 Maruti Ertiga ZXI Plus Petrol,Mumbai,1462.0,Third Party,Manual,baixa,60000.0,2019.0,Maruti,Ertiga ZXI Plus Petrol,17.0,7.0,1462.0,MUV,Petrol,60000.0,103.0,First Owner,11.0
2016 Tata Safari Storme VX,Jaipur,2179.0,Third Party,Manual,baixa,90000.0,2016.0,Tata,Safari Storme VX,30.716,7.0,2179.0,SUV,Diesel,90000.0,148.0,Second Owner,6.0
2014 BMW 3 Series 320d Sport Line,Mumbai,1995.0,Third Party,Automatic,alta,90000.0,2014.0,BMW,3 Series 320d Sport Line,16.35,5.0,1995.0,Sedan,Diesel,90000.0,184.0,Fourth Owner,10.0
2016 Tata Tiago 1.2 Revotron XE,Bangalore,1199.0,Comprehensive,Manual,baixa,101386.0,2016.0,Tata,Tiago 1.2 Revotron XE,17.4,5.0,1199.0,Hatchback,Petrol,101386.0,84.0,First Owner,3.64
2010 Hyundai i20 1.2 Asta,Pune,1197.0,Third Party,Manual,baixa,120000.0,2010.0,Hyundai,i20 1.2 Asta,18.9,5.0,1197.0,Hatchback,Petrol,120000.0,78.91,Second Owner,3.4
2016 Maruti Eeco CNG 5 Seater AC BSIV,Gurgaon,1196.0,Third Party,Manual,baixa,100000.0,2016.0,Maruti,Eeco CNG 5 Seater AC BSIV,22.38,5.0,1196.0,Minivans,CNG,100000.0,61.7,Second Owner,2.53
2021 Tata Nexon XZA Plus (O) AMT,Bangalore,1199.0,Zero Dep,Automatic,baixa,7662.0,2021.0,Tata,Nexon XZA Plus (O) AMT,20.89,5.0,1199.0,SUV,Petrol,7662.0,118.3,First Owner,12.17
2018 Hyundai i20 Asta Option CVT BSIV,Hyderabad,1197.0,Third Party,Automatic,baixa,29084.0,2018.0,Hyundai,i20 Asta Option CVT BSIV,19.0,5.0,1197.0,Hatchback,Petrol,29084.0,81.8,First Owner,6.6
2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,Bangalore,1197.0,Third Party,Manual,baixa,42090.0,2019.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,16.55,5.0,1197.0,Hatchback,Petrol,42090.0,81.8,First Owner,5.74
2018 Maruti Swift VXI,Chandigarh,1197.0,Third Party,Manual,baixa,69553.0,2018.0,Maruti,Swift VXI,21.4,5.0,1197.0,Hatchback,Petrol,69553.0,88.5,First Owner,5.96
2019 Maruti Ignis 1.2 AMT Delta BSIV,Hyderabad,1197.0,Zero Dep,Automatic,baixa,47844.0,2019.0,Maruti,Ignis 1.2 AMT Delta BSIV,22.74,5.0,1197.0,Hatchback,Petrol,47844.0,81.8,Second Owner,5.12
2010 Maruti Zen Estilo VXI BSIV,Chennai,998.0,Comprehensive,Manual,baixa,61633.0,2010.0,Maruti,Zen Estilo VXI BSIV,20.14,5.0,998.0,Hatchback,Petrol,61633.0,67.1,Second Owner,1.95
2018 Mahindra Thar CRDe,Bangalore,2498.0,Comprehensive,Manual,baixa,32000.0,2018.0,Mahindra,Thar CRDe,20.92,6.0,2498.0,SUV,Diesel,32000.0,105.0,Second Owner,9.75
2019 Maruti Baleno 1.2 Delta,Jaipur,1197.0,Third Party,Manual,baixa,64891.0,2019.0,Maruti,Baleno 1.2 Delta,17.8,5.0,1197.0,Hatchback,Petrol,64891.0,83.1,Second Owner,5.64
2013 Maruti Alto 800 VXI,Agra,796.0,Third Party,Manual,baixa,80000.0,2013.0,Maruti,Alto 800 VXI,13.79,5.0,796.0,Hatchback,Petrol,80000.0,47.3,First Owner,2.1
2014 Volkswagen Polo 1.5 TDI Highline,Bangalore,1498.0,Third Party,Manual,baixa,100578.0,2014.0,Volkswagen,Polo 1.5 TDI Highline,20.36,5.0,1498.0,Hatchback,Diesel,100578.0,88.8,Second Owner,6.4
2012 Maruti Alto K10 2010-2014 VXI,Bangalore,998.0,Comprehensive,Manual,baixa,54007.0,2012.0,Maruti,Alto K10 2010-2014 VXI,22.41,5.0,998.0,Hatchback,Petrol,54007.0,67.1,First Owner,2.65
2016 Honda City i VTEC V,Bangalore,1497.0,Comprehensive,Manual,baixa,46275.0,2016.0,Honda,City i VTEC V,17.8,5.0,1497.0,Sedan,Petrol,46275.0,117.3,First Owner,7.23
2023 MG Hector 1.5 Turbo Smart pro BSVI,Bangalore,1451.0,Third Party,Manual,baixa,10000.0,2023.0,MG,Hector 1.5 Turbo Smart pro BSVI,21.1,5.0,1451.0,SUV,Petrol,10000.0,141.0,First Owner,19.5
2012 Hyundai i10 Magna 1.2 iTech SE,Delhi,1197.0,Comprehensive,Manual,baixa,52300.0,2012.0,Hyundai,i10 Magna 1.2 iTech SE,15.1,5.0,1197.0,Hatchback,Petrol,52300.0,78.9,First Owner,2.35
2012 Maruti Swift Dzire LXI,Bangalore,1197.0,Third Party,Manual,baixa,64302.0,2012.0,Maruti,Swift Dzire LXI,15.1,5.0,1197.0,Sedan,Petrol,64302.0,88.5,First Owner,3.99
2008 Hyundai Santro Xing XE,Mumbai,1086.0,Third Party,Manual,baixa,100000.0,2008.0,Hyundai,Santro Xing XE,22.54,5.0,1086.0,Hatchback,Petrol,100000.0,63.0,Second Owner,1.5
2014 Hyundai EON Era Plus,Lucknow,814.0,Third Party,Manual,baixa,74318.0,2014.0,Hyundai,EON Era Plus,18.97,5.0,814.0,Hatchback,Petrol,74318.0,55.2,First Owner,2.0
2017 Skoda Octavia 1.8 TSI AT Style Plus,Mumbai,1798.0,Third Party,Automatic,baixa,100000.0,2017.0,Skoda,Octavia 1.8 TSI AT Style Plus,18.6,5.0,1798.0,Sedan,Petrol,100000.0,177.0,First Owner,9.2
2018 Mahindra XUV500 W11 AT BSIV,Mumbai,2179.0,Zero Dep,Automatic,baixa,18000.0,2018.0,Mahindra,XUV500 W11 AT BSIV,17.21,7.0,2179.0,SUV,Diesel,18000.0,152.8,First Owner,15.95
2017 Hyundai i20 Asta 1.4 CRDi,Ahmedabad,1396.0,Comprehensive,Manual,baixa,116263.0,2017.0,Hyundai,i20 Asta 1.4 CRDi,18.6,5.0,1396.0,Hatchback,Diesel,116263.0,88.7,Third Owner,5.65
2021 Skoda Rapid 1.0 TSI Onyx,Agra,999.0,Third Party,Manual,baixa,20000.0,2021.0,Skoda,Rapid 1.0 TSI Onyx,17.92,5.0,999.0,Sedan,Petrol,20000.0,108.6,First Owner,9.5
2015 Hyundai i20 Asta Option 1.2,Bangalore,1197.0,Comprehensive,Manual,baixa,93000.0,2015.0,Hyundai,i20 Asta Option 1.2,25.2,5.0,1197.0,Hatchback,Petrol,93000.0,81.8,First Owner,6.25
2018 Volkswagen Polo GT TSI Sport Edition,Delhi,1197.0,Comprehensive,Automatic,baixa,64059.0,2018.0,Volkswagen,Polo GT TSI Sport Edition,19.7,5.0,1197.0,Hatchback,Petrol,64059.0,103.5,First Owner,7.38
2010 Chevrolet Beat LT,Jaipur,1199.0,Not Available,Manual,baixa,89748.0,2010.0,Chevrolet,Beat LT,24.3,5.0,1199.0,Hatchback,Petrol,89748.0,79.4,Fourth Owner,1.18
2008 Hyundai Santro Xing GLS,Jaipur,1086.0,Not Available,Manual,baixa,164359.0,2008.0,Hyundai,Santro Xing GLS,16.0,5.0,1086.0,Hatchback,Petrol,164359.0,62.1,Third Owner,0.75635
2017 Maruti Swift VDI BSIV,Delhi,1248.0,Third Party,Manual,baixa,70000.0,2017.0,Maruti,Swift VDI BSIV,18.41,5.0,1248.0,Hatchback,Diesel,70000.0,74.0,First Owner,5.0
2012 Maruti Alto LXi,Chennai,796.0,Comprehensive,Manual,baixa,63697.0,2012.0,Maruti,Alto LXi,25.24,5.0,796.0,Hatchback,Petrol,63697.0,46.3,First Owner,2.35
2016 Maruti Vitara Brezza ZDi,Pune,1248.0,Zero Dep,Manual,baixa,79221.0,2016.0,Maruti,Vitara Brezza ZDi,15.8,5.0,1248.0,SUV,Diesel,79221.0,88.5,First Owner,8.13
2009 Chevrolet Spark 1.0 PS,Hyderabad,995.0,Third Party,Manual,baixa,80000.0,2009.0,Chevrolet,Spark 1.0 PS,21.79,5.0,995.0,Hatchback,Petrol,80000.0,62.14,First Owner,1.2
2023 Skoda Slavia 1.5 TSI Style AT,Kolkata,1498.0,Comprehensive,Automatic,baixa,18000.0,2023.0,Skoda,Slavia 1.5 TSI Style AT,17.05,5.0,1498.0,Sedan,Petrol,18000.0,147.5,First Owner,16.85
2015 Maruti Celerio ZXI,Bangalore,998.0,Comprehensive,Manual,baixa,57521.0,2015.0,Maruti,Celerio ZXI,17.5,5.0,998.0,Hatchback,Petrol,57521.0,65.7,First Owner,4.54
2019 Hyundai Creta 1.6 SX Option Executive,Hyderabad,1591.0,Third Party,Manual,baixa,40000.0,2019.0,Hyundai,Creta 1.6 SX Option Executive,17.01,5.0,1591.0,SUV,Petrol,40000.0,121.3,First Owner,13.2
2008 Maruti Wagon R LXI,Pune,998.0,Third Party,Manual,baixa,60000.0,2008.0,Maruti,Wagon R LXI,19.3,5.0,998.0,Hatchback,Petrol,60000.0,67.0,First Owner,1.7
2011 BMW X1 sDrive20d,Hyderabad,1995.0,Third Party,Automatic,alta,80000.0,2011.0,BMW,X1 sDrive20d,19.6,5.0,1995.0,SUV,Diesel,80000.0,184.0,Second Owner,9.5
2018 Honda WR-V i-VTEC VX,Gurgaon,1199.0,Zero Dep,Manual,baixa,12724.0,2018.0,Honda,WR-V i-VTEC VX,17.36,5.0,1199.0,SUV,Petrol,12724.0,88.7,Second Owner,7.1
2017 Hyundai Verna 1.6 VTVT AT SX,Mumbai,1591.0,Third Party,Automatic,baixa,15504.0,2017.0,Hyundai,Verna 1.6 VTVT AT SX,17.4,5.0,1591.0,Sedan,Petrol,15504.0,121.3,First Owner,7.81
2014 Skoda Octavia Ambition 2.0 TDI AT,Chandigarh,1968.0,Not Available,Automatic,baixa,27277.0,2014.0,Skoda,Octavia Ambition 2.0 TDI AT,12.55,5.0,1968.0,Sedan,Diesel,27277.0,141.0,First Owner,11.15
2021 Tata Tigor XZA Plus AMT BSVI,Bangalore,1199.0,Third Party,Automatic,baixa,2024.0,2021.0,Tata,Tigor XZA Plus AMT BSVI,18.06,5.0,1199.0,Sedan,Petrol,2024.0,84.8,First Owner,8.13
2019 Hyundai Xcent 1.2 VTVT S AT,Ahmedabad,1197.0,Zero Dep,Automatic,baixa,37610.0,2019.0,Hyundai,Xcent 1.2 VTVT S AT,34.05,5.0,1197.0,Sedan,Petrol,37610.0,81.8,First Owner,6.72
2014 Honda City i VTEC S,Mumbai,1497.0,Third Party,Manual,baixa,37609.0,2014.0,Honda,City i VTEC S,17.05,5.0,1497.0,Sedan,Petrol,37609.0,117.3,First Owner,5.0
2016 Toyota Fortuner 4x2 AT,Kolkata,2982.0,Third Party,Automatic,baixa,90000.0,2016.0,Toyota,Fortuner 4x2 AT,18.9,7.0,2982.0,SUV,Diesel,90000.0,168.5,First Owner,16.4
2012 Nissan Micra XV,Delhi,1198.0,Third Party,Manual,baixa,120000.0,2012.0,Nissan,Micra XV,22.05,5.0,1198.0,Hatchback,Petrol,120000.0,75.0,First Owner,2.1
2022 Maruti Wagon R LXI CNG BSVI,Delhi,998.0,Comprehensive,Manual,baixa,20000.0,2022.0,Maruti,Wagon R LXI CNG BSVI,15.1,5.0,998.0,Hatchback,CNG,20000.0,55.9,First Owner,5.5
2017 BMW X1 M Sport sDrive 20d,Chennai,1995.0,Comprehensive,Automatic,alta,55000.0,2017.0,BMW,X1 M Sport sDrive 20d,20.8,5.0,1995.0,SUV,Diesel,55000.0,188.0,Second Owner,26.5
2015 Hyundai Grand i10 Sportz,Bangalore,1197.0,Comprehensive,Manual,baixa,46988.0,2015.0,Hyundai,Grand i10 Sportz,19.01,5.0,1197.0,Hatchback,Petrol,46988.0,82.0,First Owner,4.83
2021 Maruti Alto 800 LXI,Delhi,796.0,Third Party,Manual,baixa,20000.0,2021.0,Maruti,Alto 800 LXI,24.0,5.0,796.0,Hatchback,Petrol,20000.0,47.3,First Owner,3.7
2019 Skoda Octavia 1.8 TSI AT L K,Jaipur,1798.0,Third Party,Automatic,baixa,67896.0,2019.0,Skoda,Octavia 1.8 TSI AT L K,18.88,5.0,1798.0,Sedan,Petrol,67896.0,178.0,First Owner,15.08
2020 Kia Seltos HTK Plus D,Pune,1493.0,Zero Dep,Manual,baixa,17662.0,2020.0,Kia,Seltos HTK Plus D,14.67,5.0,1493.0,SUV,Diesel,17662.0,113.4,First Owner,13.21
2020 Tata Tiago XT BSVI,Kolkata,1199.0,Third Party,Manual,baixa,15874.0,2020.0,Tata,Tiago XT BSVI,22.3,5.0,1199.0,Hatchback,Petrol,15874.0,84.8,First Owner,4.75
2014 Hyundai Grand i10 CRDi Magna,Delhi,1120.0,Third Party,Manual,baixa,70000.0,2014.0,Hyundai,Grand i10 CRDi Magna,17.4,5.0,1120.0,Hatchback,Diesel,70000.0,70.0,First Owner,3.6
2012 BMW 3 Series 320d Luxury Line,Pune,1995.0,Third Party,Automatic,alta,80000.0,2012.0,BMW,3 Series 320d Luxury Line,15.37,5.0,1995.0,Sedan,Diesel,80000.0,184.0,Fourth Owner,10.0
2019 Skoda Superb LK 1.8 TSI AT,Kolkata,1798.0,Third Party,Automatic,baixa,54000.0,2019.0,Skoda,Superb LK 1.8 TSI AT,17.0,5.0,1798.0,Sedan,Petrol,54000.0,177.4,First Owner,18.5
2021 Renault KWID RXT,Jaipur,799.0,Third Party,Manual,baixa,10000.0,2021.0,Renault,KWID RXT,22.38,5.0,799.0,Hatchback,Petrol,10000.0,53.2,First Owner,4.45
2015 Honda City i VTEC SV,Pune,1497.0,Third Party,Manual,baixa,65253.0,2015.0,Honda,City i VTEC SV,19.4,5.0,1497.0,Sedan,Petrol,65253.0,117.3,First Owner,6.39
2022 Hyundai Creta SX Opt Diesel AT BSVI,Delhi,1493.0,Comprehensive,Automatic,baixa,5700.0,2022.0,Hyundai,Creta SX Opt Diesel AT BSVI,13.5,5.0,1493.0,SUV,Diesel,5700.0,113.4,First Owner,19.86
2010 Maruti Eeco 7 Seater Standard BSIV,Kolkata,1196.0,Third Party,Manual,baixa,50000.0,2010.0,Maruti,Eeco 7 Seater Standard BSIV,21.79,7.0,1196.0,Minivans,Petrol,50000.0,73.0,Third Owner,1.75
2010 Hyundai i20 1.2 Asta,Ahmedabad,1197.0,Third Party,Manual,baixa,80000.0,2010.0,Hyundai,i20 1.2 Asta,20.3,5.0,1197.0,Hatchback,Petrol,80000.0,78.91,Second Owner,3.0
2012 Maruti Swift VXI,Bangalore,1197.0,Third Party,Manual,baixa,78249.0,2012.0,Maruti,Swift VXI,17.01,5.0,1197.0,Hatchback,Petrol,78249.0,88.5,Third Owner,4.21
2012 Honda Brio S MT,Pune,1198.0,Third Party,Manual,baixa,53300.0,2012.0,Honda,Brio S MT,18.9,5.0,1198.0,Hatchback,Petrol,53300.0,86.8,Second Owner,2.49
2013 Mitsubishi Pajero Sport 4X4,Pune,2477.0,Third Party,Manual,baixa,100000.0,2013.0,Mitsubishi,Pajero Sport 4X4,18.0,7.0,2477.0,SUV,Diesel,100000.0,175.5,Second Owner,7.95
2012 Maruti Wagon R VXI,Delhi,998.0,Comprehensive,Manual,baixa,65000.0,2012.0,Maruti,Wagon R VXI,18.6,5.0,998.0,Hatchback,Petrol,65000.0,67.0,First Owner,2.1
2021 Hyundai Santro Asta AMT,Delhi,1086.0,Third Party,Automatic,baixa,5482.0,2021.0,Hyundai,Santro Asta AMT,21.9,5.0,1086.0,Hatchback,Petrol,5482.0,68.0,First Owner,6.39
2017 Hyundai Verna 1.6 VTVT SX Option,Ahmedabad,1591.0,Comprehensive,Manual,baixa,45364.0,2017.0,Hyundai,Verna 1.6 VTVT SX Option,22.1,5.0,1591.0,Sedan,Petrol,45364.0,121.3,Second Owner,8.67
2016 Hyundai Grand i10 Magna,Delhi,1197.0,Third Party,Manual,baixa,53000.0,2016.0,Hyundai,Grand i10 Magna,25.2,5.0,1197.0,Hatchback,Petrol,53000.0,82.0,Second Owner,3.99
2009 Chevrolet Spark 1.0 LT,Agra,995.0,Third Party,Manual,baixa,60000.0,2009.0,Chevrolet,Spark 1.0 LT,21.21,5.0,995.0,Hatchback,Petrol,60000.0,62.0,Third Owner,0.5
2017 Hyundai i20 Asta 1.2,Bangalore,1197.0,Third Party,Manual,baixa,51181.0,2017.0,Hyundai,i20 Asta 1.2,28.4,5.0,1197.0,Hatchback,Petrol,51181.0,81.8,First Owner,6.39
2017 Honda BR-V i-DTEC S MT,Ahmedabad,1498.0,Third Party,Manual,baixa,64898.0,2017.0,Honda,BR-V i-DTEC S MT,20.4,7.0,1498.0,SUV,Diesel,64898.0,98.6,First Owner,6.39
2017 Hyundai Tucson AT CRDi,Bangalore,1995.0,Comprehensive,Automatic,baixa,104507.0,2017.0,Hyundai,Tucson AT CRDi,22.0,7.0,1995.0,SUV,Diesel,104507.0,103.88974615994809,First Owner,15.79
2017 Hyundai Creta 1.4 E Plus CRDi,Delhi,1396.0,Comprehensive,Manual,baixa,70000.0,2017.0,Hyundai,Creta 1.4 E Plus CRDi,18.6,5.0,1396.0,SUV,Diesel,70000.0,88.7,First Owner,7.95
2017 Maruti Swift VDI Optional,Bangalore,1248.0,Zero Dep,Manual,baixa,36496.0,2017.0,Maruti,Swift VDI Optional,23.65,5.0,1248.0,Hatchback,Diesel,36496.0,74.0,First Owner,6.64
2016 Maruti Swift VXI,Jaipur,1197.0,Third Party,Manual,baixa,43000.0,2016.0,Maruti,Swift VXI,14.7,5.0,1197.0,Hatchback,Petrol,43000.0,81.8,First Owner,4.8
2018 Maruti Swift Dzire ZDI Plus,Jaipur,1248.0,Third Party,Manual,baixa,99367.0,2018.0,Maruti,Swift Dzire ZDI Plus,26.6,5.0,1248.0,Sedan,Diesel,99367.0,74.0,First Owner,7.15
2017 Maruti Swift VXI Optional,Bangalore,1197.0,Comprehensive,Manual,baixa,48197.0,2017.0,Maruti,Swift VXI Optional,18.1,5.0,1197.0,Hatchback,Petrol,48197.0,81.8,First Owner,6.45
2017 Hyundai Verna CRDi 1.6 AT SX Plus,Chennai,1582.0,Third Party,Automatic,baixa,76089.0,2017.0,Hyundai,Verna CRDi 1.6 AT SX Plus,17.11,5.0,1582.0,Sedan,Diesel,76089.0,126.2,First Owner,9.32
2017 Hyundai i20 Sportz 1.2,Bangalore,1197.0,Third Party,Manual,baixa,50000.0,2017.0,Hyundai,i20 Sportz 1.2,18.9,5.0,1197.0,Hatchback,Petrol,50000.0,81.8,First Owner,6.0
2017 Maruti SX4 S Cross DDiS 200 Delta,Ahmedabad,1248.0,Third Party,Manual,baixa,50669.0,2017.0,Maruti,SX4 S Cross DDiS 200 Delta,14.8,5.0,1248.0,SUV,Diesel,50669.0,88.5,First Owner,5.62
2012 Volvo XC60 D3 Summum,Hyderabad,1985.0,Third Party,Automatic,alta,109000.0,2012.0,Volvo,XC60 D3 Summum,18.0,5.0,1985.0,SUV,Diesel,109000.0,163.0,First Owner,10.15
2016 Maruti Wagon R LXI CNG,Pune,998.0,Comprehensive,Manual,baixa,85246.0,2016.0,Maruti,Wagon R LXI CNG,10.91,5.0,998.0,Hatchback,CNG,85246.0,58.1,First Owner,3.57
2021 Hyundai Alcazar Platinum (O) Diesel AT BSVI,Pune,1493.0,Not Available,Automatic,baixa,12879.0,2021.0,Hyundai,Alcazar Platinum (O) Diesel AT BSVI,16.55,6.0,1493.0,SUV,Diesel,12879.0,113.9,First Owner,18.0
2013 Audi A4 35 TDI Premium Sport,Chennai,1968.0,Comprehensive,Automatic,alta,73000.0,2013.0,Audi,A4 35 TDI Premium Sport,23.84,5.0,1968.0,Sedan,Diesel,73000.0,174.3,Second Owner,13.9
2018 Hyundai Verna VTVT 1.6 AT SX Option,Hyderabad,1591.0,Third Party,Automatic,baixa,57600.0,2018.0,Hyundai,Verna VTVT 1.6 AT SX Option,32.52,5.0,1591.0,Sedan,Petrol,57600.0,121.3,First Owner,10.8
2019 Hyundai Grand i10 1.2 Kappa Magna BSIV,Ahmedabad,1197.0,Third Party,Manual,baixa,69561.0,2019.0,Hyundai,Grand i10 1.2 Kappa Magna BSIV,23.84,5.0,1197.0,Hatchback,Petrol,69561.0,81.8,Second Owner,5.48
2019 Hyundai Creta 1.6 SX Automatic,Mumbai,1591.0,Third Party,Automatic,baixa,19722.0,2019.0,Hyundai,Creta 1.6 SX Automatic,21.1,5.0,1591.0,SUV,Petrol,19722.0,121.3,Second Owner,12.56
2016 Honda Amaze SX i-VTEC,Gurgaon,1198.0,Zero Dep,Manual,baixa,64134.0,2016.0,Honda,Amaze SX i-VTEC,19.17,5.0,1198.0,Sedan,Petrol,64134.0,86.7,First Owner,5.12
2019 Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,3198.0,Third Party,Automatic,baixa,90000.0,2019.0,Ford,Endeavour 3.2 Titanium AT 4X4,22.3,7.0,3198.0,SUV,Diesel,90000.0,197.0,First Owner,32.0
2011 Mahindra Thar CRDe AC,Jaipur,2498.0,Third Party,Manual,baixa,90000.0,2011.0,Mahindra,Thar CRDe AC,20.45,6.0,2498.0,SUV,Diesel,90000.0,105.0,Second Owner,5.0
2016 Tata Tiago XM,Hyderabad,1199.0,Comprehensive,Manual,baixa,108498.0,2016.0,Tata,Tiago XM,18.9,5.0,1199.0,Hatchback,Petrol,108498.0,83.8,First Owner,3.85
2021 Maruti Wagon R CNG LXI,Delhi,998.0,Comprehensive,Manual,baixa,26032.0,2021.0,Maruti,Wagon R CNG LXI,15.64,5.0,998.0,Hatchback,CNG,26032.0,58.3,First Owner,5.99
2018 Tata Tiago 1.2 Revotron XZ,Pune,1199.0,Comprehensive,Manual,baixa,42000.0,2018.0,Tata,Tiago 1.2 Revotron XZ,18.9,5.0,1199.0,Hatchback,Petrol,42000.0,84.0,First Owner,4.85
2014 Hyundai EON Era,Pune,814.0,Third Party,Manual,baixa,70000.0,2014.0,Hyundai,EON Era,16.8,5.0,814.0,Hatchback,Petrol,70000.0,55.2,First Owner,2.5
2021 Renault Kiger RXZ,Ahmedabad,999.0,Zero Dep,Manual,baixa,15987.0,2021.0,Renault,Kiger RXZ,18.9,5.0,999.0,SUV,Petrol,15987.0,71.0,First Owner,7.19
2022 Renault KWID RXT,Kolkata,799.0,Third Party,Manual,baixa,10000.0,2022.0,Renault,KWID RXT,20.08,5.0,799.0,Hatchback,Petrol,10000.0,53.2,First Owner,4.3
2014 Renault Duster 85PS Diesel RxE,Mumbai,1461.0,Third Party,Manual,baixa,100000.0,2014.0,Renault,Duster 85PS Diesel RxE,20.5,5.0,1461.0,SUV,Diesel,100000.0,83.8,First Owner,4.0
2013 Maruti Wagon R VXI BS IV,Delhi,998.0,Comprehensive,Manual,baixa,8889.0,2013.0,Maruti,Wagon R VXI BS IV,20.1,5.0,998.0,Hatchback,Petrol,8889.0,67.1,First Owner,2.95
2010 Tata Indigo eGLX BS IV,Chennai,1193.0,Third Party,Manual,baixa,70000.0,2010.0,Tata,Indigo eGLX BS IV,15.29,5.0,1193.0,Sedan,Petrol,70000.0,64.1,Second Owner,1.75
2014 Hyundai Grand i10 Asta Option,Mumbai,1197.0,Zero Dep,Manual,baixa,98500.0,2014.0,Hyundai,Grand i10 Asta Option,17.21,5.0,1197.0,Hatchback,Petrol,98500.0,82.0,Second Owner,3.43
2012 Honda City V MT,Chennai,1497.0,Comprehensive,Manual,baixa,110067.0,2012.0,Honda,City V MT,20.73,5.0,1497.0,Sedan,Petrol,110067.0,116.3,Second Owner,4.14
2012 Maruti Wagon R VXI BS IV,Ahmedabad,998.0,Comprehensive,Manual,baixa,50989.0,2012.0,Maruti,Wagon R VXI BS IV,16.8,5.0,998.0,Hatchback,Petrol,50989.0,67.1,First Owner,2.79
2022 Volkswagen Taigun 1.0 TSI Topline BSVI,Hyderabad,999.0,Third Party,Manual,baixa,14000.0,2022.0,Volkswagen,Taigun 1.0 TSI Topline BSVI,21.1,5.0,999.0,SUV,Petrol,14000.0,113.9,First Owner,16.25
2013 Skoda Rapid 1.6 TDI Elegance,Chennai,1598.0,Comprehensive,Manual,baixa,132000.0,2013.0,Skoda,Rapid 1.6 TDI Elegance,23.84,5.0,1598.0,Sedan,Diesel,132000.0,103.5,First Owner,3.45
2020 Hyundai Aura S AMT,Pune,1197.0,Third Party,Automatic,baixa,30000.0,2020.0,Hyundai,Aura S AMT,9.4,5.0,1197.0,Sedan,Petrol,30000.0,81.8,Second Owner,6.5
2017 Hyundai Creta 1.6 VTVT E Plus,Mumbai,1591.0,Comprehensive,Manual,baixa,67224.0,2017.0,Hyundai,Creta 1.6 VTVT E Plus,17.01,5.0,1591.0,SUV,Petrol,67224.0,121.3,First Owner,8.19
2017 Volkswagen Polo GT TSI,Bangalore,1197.0,Third Party,Automatic,baixa,60528.0,2017.0,Volkswagen,Polo GT TSI,19.02,5.0,1197.0,Hatchback,Petrol,60528.0,103.5,Second Owner,9.25
2018 Maruti Ciaz 1.4 S,Bangalore,1373.0,Third Party,Manual,baixa,63974.0,2018.0,Maruti,Ciaz 1.4 S,17.0,5.0,1373.0,Sedan,Petrol,63974.0,91.1,Second Owner,6.99
2020 Kia Seltos HTK G,Chennai,1497.0,Comprehensive,Manual,baixa,30000.0,2020.0,Kia,Seltos HTK G,28.4,5.0,1497.0,SUV,Petrol,30000.0,113.4,First Owner,10.9
2010 Maruti Ritz VXI,Chennai,1197.0,Third Party,Manual,baixa,94259.0,2010.0,Maruti,Ritz VXI,19.81,5.0,1197.0,Hatchback,Petrol,94259.0,85.8,First Owner,2.6
