full_name,city,engine_capacity,insurance,transmission_type,categoria_marca,kms_driven,ano,marca,modelo,mileage,seats,engine_capacity.1,body_type,fuel_type,kms_driven.1,max_power,owner_type,resale_price_Lakh,prediction,precisaoNew,prejuizoNew,variacaoPrecisao,precisaoOld,prejuizoOld,satisfacaoOld,satisfacaoNew
2014 Maruti Swift Dzire VXI,Ahmedabad,1197.0,Comprehensive,Manual,baixa,42776.0,2014.0,Maruti,Swift Dzire VXI,33.0,5.0,1197.0,Sedan,Petrol,42776.0,88.5,First Owner,4.64,4.2497999999999925,0,0,8.409482758620845,1,1.0918160854628471,50.0,100.0
2022 Maruti Wagon R LXI CNG BSVI,Chandigarh,998.0,Comprehensive,Manual,baixa,1962.0,2022.0,Maruti,Wagon R LXI CNG BSVI,13.68,5.0,998.0,Hatchback,CNG,1962.0,55.9,First Owner,5.58,5.868600000000003,0,0,5.172043010752747,0,0.0,79.88412774114295,79.88412774114295
2014 Maruti Ertiga VXI,Gurgaon,1462.0,Comprehensive,Manual,baixa,18866.0,2014.0,Maruti,Ertiga VXI,21.74,7.0,1462.0,MUV,Petrol,18866.0,101.6,First Owner,6.47,6.374700000000007,0,0,1.4729520865532122,0,0.0,66.3780324914592,66.3780324914592
2017 Honda City i VTEC S,Chennai,1497.0,Third Party,Manual,baixa,60000.0,2017.0,Honda,City i VTEC S,16.36,5.0,1497.0,Sedan,Petrol,60000.0,117.3,First Owner,7.25,7.3718,0,0,1.6800000000000048,0,0.0,67.1340044039003,67.1340044039003
2019 Maruti Alto 800 LXI CNG,Mumbai,796.0,Comprehensive,Manual,baixa,88667.0,2019.0,Maruti,Alto 800 LXI CNG,18.0,5.0,796.0,Hatchback,CNG,88667.0,47.3,First Owner,3.9,3.6461999999999968,0,0,6.507692307692388,0,0.0,84.76084123488967,84.76084123488967
2018 Toyota Innova Crysta 2.4 VX MT BSIV,Hyderabad,2393.0,Third Party,Manual,baixa,50000.0,2018.0,Toyota,Innova Crysta 2.4 VX MT BSIV,25.8,7.0,2393.0,MUV,Diesel,50000.0,147.8,First Owner,20.5,19.5345,0,0,4.70975609756097,0,0.0,78.19622895460486,78.19622895460486
2021 Renault KWID Climber 1.0 MT Opt,Chennai,999.0,Comprehensive,Manual,baixa,31754.0,2021.0,Renault,KWID Climber 1.0 MT Opt,17.3,5.0,999.0,Hatchback,Petrol,31754.0,67.0,First Owner,4.73,4.6717999999999975,0,0,1.2304439746300826,0,0.0,65.4925885471032,65.4925885471032
2013 Jaguar XF 2.2 Litre Luxury,Hyderabad,2179.0,Third Party,Automatic,alta,70000.0,2013.0,Jaguar,XF 2.2 Litre Luxury,17.0,5.0,2179.0,Sedan,Diesel,70000.0,187.7,First Owner,17.5,17.4455,0,0,0.3114285714285765,0,0.0,62.13708585038264,62.13708585038264
2019 Honda City i-VTEC CVT V,Delhi,1497.0,Comprehensive,Automatic,baixa,30000.0,2019.0,Honda,City i-VTEC CVT V,21.21,5.0,1497.0,Sedan,Petrol,30000.0,117.6,First Owner,10.25,10.060900000000002,0,0,1.8448780487804688,0,0.0,67.73600599754667,67.73600599754667
2014 Honda Amaze SX i-DTEC,Delhi,1498.0,Third Party,Manual,baixa,60000.0,2014.0,Honda,Amaze SX i-DTEC,18.6,5.0,1498.0,Sedan,Diesel,60000.0,98.6,First Owner,3.2,4.475200000000002,0,0,39.85000000000005,1,0.715051841258491,50.0,100.0
2020 Mahindra Marazzo M8 8Str,Hyderabad,1497.0,Comprehensive,Manual,baixa,66590.0,2020.0,Mahindra,Marazzo M8 8Str,16.47,8.0,1497.0,MUV,Diesel,66590.0,121.0,First Owner,11.0,10.6376,0,0,3.2945454545454473,0,0.0,73.0290216232333,73.0290216232333
2019 Tata Nexon 1.2 Revotron XZA Plus,Gurgaon,1198.0,Third Party,Automatic,baixa,23394.0,2019.0,Tata,Nexon 1.2 Revotron XZA Plus,17.5,5.0,1198.0,SUV,Petrol,23394.0,108.5,First Owner,9.17,9.15709999999999,0,0,0.1406761177754721,0,0.0,61.51363567021301,61.51363567021301
2019 Maruti Swift VXI,Chandigarh,1197.0,Third Party,Manual,baixa,51193.0,2019.0,Maruti,Swift VXI,23.84,5.0,1197.0,Hatchback,Petrol,51193.0,81.8,First Owner,5.38,5.435199999999998,0,0,1.0260223048326833,0,0.0,64.74620555734727,64.74620555734727
2013 Maruti Swift VXI,Bangalore,1197.0,Comprehensive,Manual,baixa,92285.0,2013.0,Maruti,Swift VXI,13.9,5.0,1197.0,Hatchback,Petrol,92285.0,85.8,First Owner,4.31,3.7312,0,0,13.429234338747095,1,1.1551243567753,50.0,100.0
2013 Volkswagen Polo Petrol Highline 1.2L,Lucknow,1198.0,Not Available,Manual,baixa,96966.0,2013.0,Volkswagen,Polo Petrol Highline 1.2L,18.9,5.0,1198.0,Hatchback,Petrol,96966.0,73.9,First Owner,2.45,2.6877999999999957,0,0,9.70612244897941,1,0.9115261552198839,50.0,100.0
2010 Maruti Swift Dzire VXi,Mumbai,1298.0,Third Party,Manual,baixa,62259.0,2010.0,Maruti,Swift Dzire VXi,23.0,5.0,1298.0,Sedan,Petrol,62259.0,85.8,Second Owner,2.31,1.9561,0,0,15.320346320346326,1,1.1809212207964828,50.0,100.0
2017 Tata Tiago 1.2 Revotron XZA,Chennai,1199.0,Comprehensive,Automatic,baixa,29594.0,2017.0,Tata,Tiago 1.2 Revotron XZA,20.3,5.0,1199.0,Hatchback,Petrol,29594.0,83.8,First Owner,4.98,5.4491,0,0,9.41967871485942,1,0.9139123892018867,50.0,100.0
2011 Honda Civic 1.8 V AT,Delhi,1799.0,Third Party,Automatic,baixa,70000.0,2011.0,Honda,Civic 1.8 V AT,15.1,5.0,1799.0,Sedan,Petrol,70000.0,130.2,Second Owner,3.5,3.022599999999997,0,0,13.640000000000082,1,1.157943492357574,50.0,100.0
2017 Hyundai Grand i10 Sportz,Gurgaon,1197.0,Comprehensive,Manual,baixa,31600.0,2017.0,Hyundai,Grand i10 Sportz,22.9,5.0,1197.0,Hatchback,Petrol,31600.0,82.0,First Owner,4.65,4.638599999999996,0,0,0.24516129032267778,0,0.0,61.89513121101472,61.89513121101472
2019 Ford Ecosport 1.5 Diesel Titanium Plus BSIV,Pune,1498.0,Third Party,Manual,baixa,42354.0,2019.0,Ford,Ecosport 1.5 Diesel Titanium Plus BSIV,23.1,5.0,1498.0,SUV,Diesel,42354.0,98.9,First Owner,9.52,9.16559999999999,0,0,3.7226890756303463,0,0.0,74.59225665730278,74.59225665730278
2017 Tata Tigor 1.2 Revotron XZ Option,Pune,1199.0,Third Party,Manual,baixa,60000.0,2017.0,Tata,Tigor 1.2 Revotron XZ Option,23.2,5.0,1199.0,Sedan,Petrol,60000.0,84.0,Second Owner,4.5,4.529700000000001,0,0,0.6600000000000211,0,0.0,63.40978744438929,63.40978744438929
2019 Mahindra XUV500 W9 AT BSIV,Gurgaon,2179.0,Third Party,Automatic,baixa,30000.0,2019.0,Mahindra,XUV500 W9 AT BSIV,23.65,7.0,2179.0,SUV,Diesel,30000.0,152.8,First Owner,16.0,15.030600000000003,0,0,6.058749999999979,0,0.0,83.12166617984055,83.12166617984055
2014 Maruti Swift VDI,Mumbai,1248.0,Comprehensive,Manual,baixa,79000.0,2014.0,Maruti,Swift VDI,13.68,5.0,1248.0,Hatchback,Diesel,79000.0,74.0,Second Owner,4.8,4.777500000000005,0,0,0.46874999999988826,0,0.0,62.71149676448047,62.71149676448047
2016 Maruti Celerio ZXI AT,Pune,998.0,Comprehensive,Automatic,baixa,27887.0,2016.0,Maruti,Celerio ZXI AT,17.5,5.0,998.0,Hatchback,Petrol,27887.0,67.0,First Owner,5.0,4.798000000000001,0,0,4.039999999999981,0,0.0,75.75082011414153,75.75082011414153
2015 Maruti Ritz LDi,Chennai,1248.0,Third Party,Manual,baixa,80000.0,2015.0,Maruti,Ritz LDi,21.9,5.0,1248.0,Hatchback,Diesel,80000.0,73.9,Third Owner,2.0,2.9937,0,0,49.685,1,0.6680696128536594,50.0,100.0
2017 Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,1248.0,Comprehensive,Manual,baixa,65275.0,2017.0,Maruti,SX4 S Cross DDiS 200 Zeta,23.95,5.0,1248.0,SUV,Diesel,65275.0,88.5,Second Owner,6.92,7.010999999999995,0,0,1.3150289017340298,0,0.0,65.80142444910273,65.80142444910273
2019 Toyota Innova Crysta 2.4 G Plus MT BSIV,Delhi,2393.0,Third Party,Manual,baixa,50000.0,2019.0,Toyota,Innova Crysta 2.4 G Plus MT BSIV,17.0,7.0,2393.0,MUV,Diesel,50000.0,147.8,First Owner,17.0,17.9389,0,0,5.5229411764705905,0,0.0,81.16532470175835,81.16532470175835
2017 Honda WR-V i-VTEC VX,Chennai,1199.0,Third Party,Manual,baixa,29640.0,2017.0,Honda,WR-V i-VTEC VX,19.81,5.0,1199.0,SUV,Petrol,29640.0,88.7,First Owner,7.6,6.973099999999997,0,0,8.248684210526351,1,1.0899026258048792,50.0,100.0
2012 Hyundai i20 Magna 1.4 CRDi (Diesel),Bangalore,1396.0,Third Party,Manual,baixa,86873.0,2012.0,Hyundai,i20 Magna 1.4 CRDi (Diesel),42.672,5.0,1396.0,Hatchback,Diesel,86873.0,88.7,First Owner,4.85,2.8698999999999995,0,0,40.82680412371135,1,1.6899543538102375,50.0,100.0
2018 Maruti Alto K10 VXI Airbag,Bangalore,998.0,Comprehensive,Manual,baixa,79000.0,2018.0,Maruti,Alto K10 VXI Airbag,32.52,5.0,998.0,Hatchback,Petrol,79000.0,67.1,First Owner,3.49,3.6821000000000033,0,0,5.504297994269428,0,0.0,81.09725484358893,81.09725484358893
2019 Tata Nexon 1.2 Revotron XM,Jaipur,1198.0,Third Party,Manual,baixa,30000.0,2019.0,Tata,Nexon 1.2 Revotron XM,18.88,5.0,1198.0,SUV,Petrol,30000.0,108.5,First Owner,7.1,7.354200000000008,0,0,3.580281690140957,0,0.0,74.07229979436238,74.07229979436238
2010 Hyundai i10 Magna 1.1L,Hyderabad,1086.0,Not Available,Manual,baixa,49500.0,2010.0,Hyundai,i10 Magna 1.1L,18.24,5.0,1086.0,Hatchback,Petrol,49500.0,68.0,First Owner,2.45,2.336499999999997,0,0,4.632653061224623,0,0.0,77.91471088053268,77.91471088053268
2019 Hyundai Santro Sportz CNG BSIV,Gurgaon,1086.0,Zero Dep,Manual,baixa,27792.0,2019.0,Hyundai,Santro Sportz CNG BSIV,33.54,5.0,1086.0,Hatchback,CNG,27792.0,58.0,First Owner,5.64,5.3693999999999935,0,0,4.797872340425641,0,0.0,78.51795837233526,78.51795837233526
2021 Maruti Wagon R CNG LXI Opt,Gurgaon,998.0,Third Party,Manual,baixa,20000.0,2021.0,Maruti,Wagon R CNG LXI Opt,12.95,5.0,998.0,Hatchback,CNG,20000.0,58.3,First Owner,5.5,5.9231000000000025,0,0,7.692727272727318,0,0.0,89.08763271959232,89.08763271959232
2013 BMW 3 Series 320d Sport Line,Kolkata,1995.0,Comprehensive,Automatic,alta,39000.0,2013.0,BMW,3 Series 320d Sport Line,21.4,5.0,1995.0,Sedan,Diesel,39000.0,184.0,First Owner,11.0,12.1779,0,0,10.708181818181812,1,0.9032756058105257,50.0,100.0
2019 Volkswagen Polo 1.0 TSI Highline Plus,Delhi,999.0,Third Party,Manual,baixa,45000.0,2019.0,Volkswagen,Polo 1.0 TSI Highline Plus,24.7,5.0,999.0,Hatchback,Petrol,45000.0,108.6,First Owner,6.99,7.273900000000005,0,0,4.061516452074456,0,0.0,75.82938083543984,75.82938083543984
2019 Maruti Wagon R CNG LXI BSIV,Delhi,998.0,Third Party,Manual,baixa,68678.0,2019.0,Maruti,Wagon R CNG LXI BSIV,19.34,5.0,998.0,Hatchback,CNG,68678.0,67.0,First Owner,5.34,5.152199999999993,0,0,3.5168539325844064,0,0.0,73.84071280377819,73.84071280377819
2019 Hyundai Tucson 2.0 Dual VTVT 2WD AT GL Opt,Ahmedabad,1999.0,Third Party,Automatic,baixa,30000.0,2019.0,Hyundai,Tucson 2.0 Dual VTVT 2WD AT GL Opt,14.1,5.0,1999.0,SUV,Petrol,30000.0,152.8,First Owner,17.0,16.445500000000003,0,0,3.261764705882337,0,0.0,72.90933277998171,72.90933277998171
2018 Maruti Baleno 1.2 CVT Zeta,Mumbai,1197.0,Comprehensive,Automatic,baixa,32647.0,2018.0,Maruti,Baleno 1.2 CVT Zeta,18.88,5.0,1197.0,Hatchback,Petrol,32647.0,83.1,First Owner,7.45,7.271600000000006,0,0,2.3946308724831487,0,0.0,69.74325971281395,69.74325971281395
2018 Maruti Alto 800 LXI,Ahmedabad,796.0,Third Party,Manual,baixa,70000.0,2018.0,Maruti,Alto 800 LXI,23.84,5.0,796.0,Hatchback,Petrol,70000.0,47.3,First Owner,2.8,2.880200000000004,0,0,2.864285714285859,0,0.0,71.4580602294396,71.4580602294396
2019 Maruti Ertiga ZXI Plus Petrol,Mumbai,1462.0,Third Party,Manual,baixa,60000.0,2019.0,Maruti,Ertiga ZXI Plus Petrol,17.0,7.0,1462.0,MUV,Petrol,60000.0,103.0,First Owner,11.0,10.571099999999996,0,0,3.899090909090946,0,0.0,75.23633381403103,75.23633381403103
2016 Tata Safari Storme VX,Jaipur,2179.0,Third Party,Manual,baixa,90000.0,2016.0,Tata,Safari Storme VX,30.716,7.0,2179.0,SUV,Diesel,90000.0,148.0,Second Owner,6.0,13.621300000000002,0,0,127.0216666666667,1,0.44048659085403,50.0,100.0
2014 BMW 3 Series 320d Sport Line,Mumbai,1995.0,Third Party,Automatic,alta,90000.0,2014.0,BMW,3 Series 320d Sport Line,16.35,5.0,1995.0,Sedan,Diesel,90000.0,184.0,Fourth Owner,10.0,10.7948,0,0,7.948000000000004,0,0.0,90.01968273940564,90.01968273940564
2016 Tata Tiago 1.2 Revotron XE,Bangalore,1199.0,Comprehensive,Manual,baixa,101386.0,2016.0,Tata,Tiago 1.2 Revotron XE,17.4,5.0,1199.0,Hatchback,Petrol,101386.0,84.0,First Owner,3.64,3.7366999999999937,0,0,2.6565934065932297,0,0.0,70.69973550917598,70.69973550917598
2010 Hyundai i20 1.2 Asta,Pune,1197.0,Third Party,Manual,baixa,120000.0,2010.0,Hyundai,i20 1.2 Asta,18.9,5.0,1197.0,Hatchback,Petrol,120000.0,78.91,Second Owner,3.4,2.9103000000000003,0,0,14.402941176470577,1,1.1682644400920865,50.0,100.0
2016 Maruti Eeco CNG 5 Seater AC BSIV,Gurgaon,1196.0,Third Party,Manual,baixa,100000.0,2016.0,Maruti,Eeco CNG 5 Seater AC BSIV,22.38,5.0,1196.0,Minivans,CNG,100000.0,61.7,Second Owner,2.53,2.7772999999999985,0,0,9.774703557312204,1,0.910956684549743,50.0,100.0
2021 Tata Nexon XZA Plus (O) AMT,Bangalore,1199.0,Zero Dep,Automatic,baixa,7662.0,2021.0,Tata,Nexon XZA Plus (O) AMT,20.89,5.0,1199.0,SUV,Petrol,7662.0,118.3,First Owner,12.17,11.512099999999997,0,0,5.40591618734596,0,0.0,80.73804386922448,80.73804386922448
2018 Hyundai i20 Asta Option CVT BSIV,Hyderabad,1197.0,Third Party,Automatic,baixa,29084.0,2018.0,Hyundai,i20 Asta Option CVT BSIV,19.0,5.0,1197.0,Hatchback,Petrol,29084.0,81.8,First Owner,6.6,6.502900000000008,0,0,1.4712121212119895,0,0.0,66.37167954201533,66.37167954201533
2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,Bangalore,1197.0,Third Party,Manual,baixa,42090.0,2019.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,16.55,5.0,1197.0,Hatchback,Petrol,42090.0,81.8,First Owner,5.74,5.790700000000004,0,0,0.8832752613241032,0,0.0,64.22500853739166,64.22500853739166
2018 Maruti Swift VXI,Chandigarh,1197.0,Third Party,Manual,baixa,69553.0,2018.0,Maruti,Swift VXI,21.4,5.0,1197.0,Hatchback,Petrol,69553.0,88.5,First Owner,5.96,5.453000000000003,0,0,8.506711409395923,1,1.092976343297267,50.0,100.0
2019 Maruti Ignis 1.2 AMT Delta BSIV,Hyderabad,1197.0,Zero Dep,Automatic,baixa,47844.0,2019.0,Maruti,Ignis 1.2 AMT Delta BSIV,22.74,5.0,1197.0,Hatchback,Petrol,47844.0,81.8,Second Owner,5.12,5.719400000000003,0,0,11.707031250000055,1,0.895198797076616,50.0,100.0
2010 Maruti Zen Estilo VXI BSIV,Chennai,998.0,Comprehensive,Manual,baixa,61633.0,2010.0,Maruti,Zen Estilo VXI BSIV,20.14,5.0,998.0,Hatchback,Petrol,61633.0,67.1,Second Owner,1.95,1.9950999999999977,0,0,2.3128205128203945,0,0.0,69.44455429230442,69.44455429230442
2018 Mahindra Thar CRDe,Bangalore,2498.0,Comprehensive,Manual,baixa,32000.0,2018.0,Mahindra,Thar CRDe,20.92,6.0,2498.0,SUV,Diesel,32000.0,105.0,Second Owner,9.75,8.927900000000003,0,0,8.431794871794843,1,1.0920821245757677,50.0,100.0
2019 Maruti Baleno 1.2 Delta,Jaipur,1197.0,Third Party,Manual,baixa,64891.0,2019.0,Maruti,Baleno 1.2 Delta,17.8,5.0,1197.0,Hatchback,Petrol,64891.0,83.1,Second Owner,5.64,5.834099999999994,0,0,3.4414893617020286,0,0.0,73.5655422027719,73.5655422027719
2013 Maruti Alto 800 VXI,Agra,796.0,Third Party,Manual,baixa,80000.0,2013.0,Maruti,Alto 800 VXI,13.79,5.0,796.0,Hatchback,Petrol,80000.0,47.3,First Owner,2.1,2.093699999999997,0,0,0.3000000000001467,0,0.0,62.09535792926819,62.09535792926819
2014 Volkswagen Polo 1.5 TDI Highline,Bangalore,1498.0,Third Party,Manual,baixa,100578.0,2014.0,Volkswagen,Polo 1.5 TDI Highline,20.36,5.0,1498.0,Hatchback,Diesel,100578.0,88.8,Second Owner,6.4,5.625799999999994,0,0,12.096875000000104,1,1.1376159835045696,50.0,100.0
2012 Maruti Alto K10 2010-2014 VXI,Bangalore,998.0,Comprehensive,Manual,baixa,54007.0,2012.0,Maruti,Alto K10 2010-2014 VXI,22.41,5.0,998.0,Hatchback,Petrol,54007.0,67.1,First Owner,2.65,2.5895000000000024,0,0,2.283018867924436,0,0.0,69.33574273216436,69.33574273216436
2016 Honda City i VTEC V,Bangalore,1497.0,Comprehensive,Manual,baixa,46275.0,2016.0,Honda,City i VTEC V,17.8,5.0,1497.0,Sedan,Petrol,46275.0,117.3,First Owner,7.23,7.074900000000008,0,0,2.145228215767524,0,0.0,68.83264245410076,68.83264245410076
2023 MG Hector 1.5 Turbo Smart pro BSVI,Bangalore,1451.0,Third Party,Manual,baixa,10000.0,2023.0,MG,Hector 1.5 Turbo Smart pro BSVI,21.1,5.0,1451.0,SUV,Petrol,10000.0,141.0,First Owner,19.5,19.1523,0,0,1.7830769230769212,0,0.0,67.51035815395645,67.51035815395645
2012 Hyundai i10 Magna 1.2 iTech SE,Delhi,1197.0,Comprehensive,Manual,baixa,52300.0,2012.0,Hyundai,i10 Magna 1.2 iTech SE,15.1,5.0,1197.0,Hatchback,Petrol,52300.0,78.9,First Owner,2.35,2.436699999999997,0,0,3.689361702127527,0,0.0,74.47057198120949,74.47057198120949
2012 Maruti Swift Dzire LXI,Bangalore,1197.0,Third Party,Manual,baixa,64302.0,2012.0,Maruti,Swift Dzire LXI,15.1,5.0,1197.0,Sedan,Petrol,64302.0,88.5,First Owner,3.99,3.7802000000000033,0,0,5.258145363408443,0,0.0,80.19850405684308,80.19850405684308
2008 Hyundai Santro Xing XE,Mumbai,1086.0,Third Party,Manual,baixa,100000.0,2008.0,Hyundai,Santro Xing XE,22.54,5.0,1086.0,Hatchback,Petrol,100000.0,63.0,Second Owner,1.5,1.3966396999999997,0,0,6.890686666666686,0,0.0,86.159227594781,86.159227594781
2014 Hyundai EON Era Plus,Lucknow,814.0,Third Party,Manual,baixa,74318.0,2014.0,Hyundai,EON Era Plus,18.97,5.0,814.0,Hatchback,Petrol,74318.0,55.2,First Owner,2.0,2.1038999999999994,0,0,5.194999999999972,0,0.0,79.96794814182317,79.96794814182317
2017 Skoda Octavia 1.8 TSI AT Style Plus,Mumbai,1798.0,Third Party,Automatic,baixa,100000.0,2017.0,Skoda,Octavia 1.8 TSI AT Style Plus,18.6,5.0,1798.0,Sedan,Petrol,100000.0,177.0,First Owner,9.2,13.179900000000009,0,0,43.25978260869576,1,0.6980326102625963,50.0,100.0
2018 Mahindra XUV500 W11 AT BSIV,Mumbai,2179.0,Zero Dep,Automatic,baixa,18000.0,2018.0,Mahindra,XUV500 W11 AT BSIV,17.21,7.0,2179.0,SUV,Diesel,18000.0,152.8,First Owner,15.95,14.098000000000011,0,0,11.611285266457605,1,1.1313661512271234,50.0,100.0
2017 Hyundai i20 Asta 1.4 CRDi,Ahmedabad,1396.0,Comprehensive,Manual,baixa,116263.0,2017.0,Hyundai,i20 Asta 1.4 CRDi,18.6,5.0,1396.0,Hatchback,Diesel,116263.0,88.7,Third Owner,5.65,5.623499999999992,0,0,0.46902654867271515,0,0.0,62.71250649708584,62.71250649708584
2021 Skoda Rapid 1.0 TSI Onyx,Agra,999.0,Third Party,Manual,baixa,20000.0,2021.0,Skoda,Rapid 1.0 TSI Onyx,17.92,5.0,999.0,Sedan,Petrol,20000.0,108.6,First Owner,9.5,9.5659,0,0,0.6936842105263072,0,0.0,63.53277500135962,63.53277500135962
2015 Hyundai i20 Asta Option 1.2,Bangalore,1197.0,Comprehensive,Manual,baixa,93000.0,2015.0,Hyundai,i20 Asta Option 1.2,25.2,5.0,1197.0,Hatchback,Petrol,93000.0,81.8,First Owner,6.25,5.745399999999997,0,0,8.073600000000042,1,1.0878267831656634,50.0,100.0
2018 Volkswagen Polo GT TSI Sport Edition,Delhi,1197.0,Comprehensive,Automatic,baixa,64059.0,2018.0,Volkswagen,Polo GT TSI Sport Edition,19.7,5.0,1197.0,Hatchback,Petrol,64059.0,103.5,First Owner,7.38,7.592799999999995,0,0,2.883468834688282,0,0.0,71.52810150624258,71.52810150624258
2010 Chevrolet Beat LT,Jaipur,1199.0,Not Available,Manual,baixa,89748.0,2010.0,Chevrolet,Beat LT,24.3,5.0,1199.0,Hatchback,Petrol,89748.0,79.4,Fourth Owner,1.18,1.2909000000000026,0,0,9.398305084745989,1,0.9140909443024228,50.0,100.0
2008 Hyundai Santro Xing GLS,Jaipur,1086.0,Not Available,Manual,baixa,164359.0,2008.0,Hyundai,Santro Xing GLS,16.0,5.0,1086.0,Hatchback,Petrol,164359.0,62.1,Third Owner,0.75635,0.9582869999999996,0,0,26.69888279235798,1,0.7892729422396425,50.0,100.0
2017 Maruti Swift VDI BSIV,Delhi,1248.0,Third Party,Manual,baixa,70000.0,2017.0,Maruti,Swift VDI BSIV,18.41,5.0,1248.0,Hatchback,Diesel,70000.0,74.0,First Owner,5.0,5.415700000000002,0,0,8.31400000000004,1,0.9232416862086154,50.0,100.0
2012 Maruti Alto LXi,Chennai,796.0,Comprehensive,Manual,baixa,63697.0,2012.0,Maruti,Alto LXi,25.24,5.0,796.0,Hatchback,Petrol,63697.0,46.3,First Owner,2.35,2.285699999999998,0,0,2.7361702127660434,0,0.0,70.99028579460001,70.99028579460001
2016 Maruti Vitara Brezza ZDi,Pune,1248.0,Zero Dep,Manual,baixa,79221.0,2016.0,Maruti,Vitara Brezza ZDi,15.8,5.0,1248.0,SUV,Diesel,79221.0,88.5,First Owner,8.13,7.873199999999996,0,0,3.1586715867159234,0,0.0,72.53291989487539,72.53291989487539
2009 Chevrolet Spark 1.0 PS,Hyderabad,995.0,Third Party,Manual,baixa,80000.0,2009.0,Chevrolet,Spark 1.0 PS,21.79,5.0,995.0,Hatchback,Petrol,80000.0,62.14,First Owner,1.2,1.1923231000000012,0,0,0.6397416666665638,0,0.0,63.3358203575541,63.3358203575541
2023 Skoda Slavia 1.5 TSI Style AT,Kolkata,1498.0,Comprehensive,Automatic,baixa,18000.0,2023.0,Skoda,Slavia 1.5 TSI Style AT,17.05,5.0,1498.0,Sedan,Petrol,18000.0,147.5,First Owner,16.85,17.28759999999998,0,0,2.597032640949427,0,0.0,70.48226765277194,70.48226765277194
2015 Maruti Celerio ZXI,Bangalore,998.0,Comprehensive,Manual,baixa,57521.0,2015.0,Maruti,Celerio ZXI,17.5,5.0,998.0,Hatchback,Petrol,57521.0,65.7,First Owner,4.54,4.2862000000000045,0,0,5.590308370043955,0,0.0,81.4112953339354,81.4112953339354
2019 Hyundai Creta 1.6 SX Option Executive,Hyderabad,1591.0,Third Party,Manual,baixa,40000.0,2019.0,Hyundai,Creta 1.6 SX Option Executive,17.01,5.0,1591.0,SUV,Petrol,40000.0,121.3,First Owner,13.2,12.152000000000015,0,0,7.939393939393819,0,0.0,89.98826035032315,89.98826035032315
2008 Maruti Wagon R LXI,Pune,998.0,Third Party,Manual,baixa,60000.0,2008.0,Maruti,Wagon R LXI,19.3,5.0,998.0,Hatchback,Petrol,60000.0,67.0,First Owner,1.7,1.560845299999999,0,0,8.185570588235343,1,1.0891534221873242,50.0,100.0
2011 BMW X1 sDrive20d,Hyderabad,1995.0,Third Party,Automatic,alta,80000.0,2011.0,BMW,X1 sDrive20d,19.6,5.0,1995.0,SUV,Diesel,80000.0,184.0,Second Owner,9.5,9.3933,0,0,1.1231578947368421,0,0.0,65.10086635273274,65.10086635273274
2018 Honda WR-V i-VTEC VX,Gurgaon,1199.0,Zero Dep,Manual,baixa,12724.0,2018.0,Honda,WR-V i-VTEC VX,17.36,5.0,1199.0,SUV,Petrol,12724.0,88.7,Second Owner,7.1,7.065000000000007,0,0,0.49295774647877516,0,0.0,62.79988392133166,62.79988392133166
2017 Hyundai Verna 1.6 VTVT AT SX,Mumbai,1591.0,Third Party,Automatic,baixa,15504.0,2017.0,Hyundai,Verna 1.6 VTVT AT SX,17.4,5.0,1591.0,Sedan,Petrol,15504.0,121.3,First Owner,7.81,9.453,0,0,21.037131882202303,1,0.8261927430445362,50.0,100.0
2014 Skoda Octavia Ambition 2.0 TDI AT,Chandigarh,1968.0,Not Available,Automatic,baixa,27277.0,2014.0,Skoda,Octavia Ambition 2.0 TDI AT,12.55,5.0,1968.0,Sedan,Diesel,27277.0,141.0,First Owner,11.15,11.2802,0,0,1.1677130044843078,0,0.0,65.2635456619037,65.2635456619037
2021 Tata Tigor XZA Plus AMT BSVI,Bangalore,1199.0,Third Party,Automatic,baixa,2024.0,2021.0,Tata,Tigor XZA Plus AMT BSVI,18.06,5.0,1199.0,Sedan,Petrol,2024.0,84.8,First Owner,8.13,8.132000000000003,0,0,0.024600246002490087,0,0.0,61.089820248402255,61.089820248402255
2019 Hyundai Xcent 1.2 VTVT S AT,Ahmedabad,1197.0,Zero Dep,Automatic,baixa,37610.0,2019.0,Hyundai,Xcent 1.2 VTVT S AT,34.05,5.0,1197.0,Sedan,Petrol,37610.0,81.8,First Owner,6.72,6.840900000000012,0,0,1.7991071428573246,0,0.0,67.56888758177104,67.56888758177104
2014 Honda City i VTEC S,Mumbai,1497.0,Third Party,Manual,baixa,37609.0,2014.0,Honda,City i VTEC S,17.05,5.0,1497.0,Sedan,Petrol,37609.0,117.3,First Owner,5.0,4.659999999999999,0,0,6.800000000000014,0,0.0,85.82811306340693,85.82811306340693
2016 Toyota Fortuner 4x2 AT,Kolkata,2982.0,Third Party,Automatic,baixa,90000.0,2016.0,Toyota,Fortuner 4x2 AT,18.9,7.0,2982.0,SUV,Diesel,90000.0,168.5,First Owner,16.4,17.461800000000018,0,0,6.474390243902557,0,0.0,84.63924896944573,84.63924896944573
