full_name,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,resale_price_Lakh,ano,marca,modelo,fuel_type_id,owner_type_id,insurance_id,city_id,marca_id,modelo_id,body_type_id,transmission_type_id
2018 Maruti Alto K10 VXI Airbag,Sept 2018,998.0,Comprehensive,Manual,79000.0,First Owner,Petrol,67.1,5.0,23.95,Hatchback,Bangalore,3.49,2018.0,Maruti,Alto K10 VXI Airbag,4,1,0,2,20,164,3,1
2019 Tata Nexon 1.2 Revotron XM,2019,1198.0,Third Party,Manual,30000.0,First Owner,Petrol,108.5,5.0,17.0,SUV,Jaipur,7.1,2019.0,Tata,Nexon 1.2 Revotron XM,4,1,3,8,28,1528,7,1
2010 Hyundai i10 Magna 1.1L,Mar 2011,1086.0,Not Available,Manual,49500.0,First Owner,Petrol,68.0,5.0,19.81,Hatchback,Hyderabad,2.45,2010.0,Hyundai,i10 Magna 1.1L,4,1,2,7,11,2821,3,1
2019 Hyundai Santro Sportz CNG BSIV,Jan 2019,1086.0,Zero Dep,Manual,27792.0,First Owner,CNG,58.0,5.0,30.48,Hatchback,Gurgaon,5.64,2019.0,Hyundai,Santro Sportz CNG BSIV,0,1,4,6,11,1920,3,1
2021 Maruti Wagon R CNG LXI Opt,2021,998.0,Third Party,Manual,20000.0,First Owner,CNG,58.3,5.0,32.52,Hatchback,Gurgaon,5.5,2021.0,Maruti,Wagon R CNG LXI Opt,0,1,3,6,20,2507,3,1
2013 BMW 3 Series 320d Sport Line,May 2013,1995.0,Comprehensive,Automatic,39000.0,First Owner,Diesel,184.0,5.0,18.88,Sedan,Kolkata,11.0,2013.0,BMW,3 Series 320d Sport Line,1,1,0,9,1,17,8,0
2019 Volkswagen Polo 1.0 TSI Highline Plus,Jul 2019,999.0,Third Party,Manual,45000.0,First Owner,Petrol,108.6,5.0,18.24,Hatchback,Delhi,6.99,2019.0,Volkswagen,Polo 1.0 TSI Highline Plus,4,1,3,5,30,1641,3,1
2019 Maruti Wagon R CNG LXI BSIV,Nov 2019,998.0,Third Party,Manual,68678.0,First Owner,CNG,67.0,5.0,33.54,Hatchback,Delhi,5.34,2019.0,Maruti,Wagon R CNG LXI BSIV,0,1,3,5,20,2506,3,1
2019 Hyundai Tucson 2.0 Dual VTVT 2WD AT GL Opt,2019,1999.0,Third Party,Automatic,30000.0,First Owner,Petrol,152.8,5.0,12.95,SUV,Ahmedabad,17.0,2019.0,Hyundai,Tucson 2.0 Dual VTVT 2WD AT GL Opt,4,1,3,1,11,2326,7,0
2018 Maruti Baleno 1.2 CVT Zeta,Dec 2018,1197.0,Comprehensive,Automatic,32647.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Mumbai,7.45,2018.0,Maruti,Baleno 1.2 CVT Zeta,4,1,0,11,20,322,3,0
2018 Maruti Alto 800 LXI,2018,796.0,Third Party,Manual,70000.0,First Owner,Petrol,47.3,5.0,24.7,Hatchback,Ahmedabad,2.8,2018.0,Maruti,Alto 800 LXI,4,1,3,1,20,138,3,1
2019 Maruti Ertiga ZXI Plus Petrol,2019,1462.0,Third Party,Manual,60000.0,First Owner,Petrol,103.0,7.0,19.34,MUV,Mumbai,11.0,2019.0,Maruti,Ertiga ZXI Plus Petrol,4,1,3,11,20,911,4,1
2016 Tata Safari Storme VX,2016,2179.0,Third Party,Manual,90000.0,Second Owner,Diesel,148.0,7.0,14.1,SUV,Jaipur,6.0,2016.0,Tata,Safari Storme VX,1,3,3,8,28,1891,7,1
2014 BMW 3 Series 320d Sport Line,2014,1995.0,Third Party,Automatic,90000.0,Fourth Owner,Diesel,184.0,5.0,18.88,Sedan,Mumbai,10.0,2014.0,BMW,3 Series 320d Sport Line,1,2,3,11,1,17,8,0
2016 Tata Tiago 1.2 Revotron XE,Jun 2016,1199.0,Comprehensive,Manual,101386.0,First Owner,Petrol,84.0,5.0,23.84,Hatchback,Bangalore,3.64,2016.0,Tata,Tiago 1.2 Revotron XE,4,1,0,2,28,2252,3,1
2010 Hyundai i20 1.2 Asta,2010,1197.0,Third Party,Manual,120000.0,Second Owner,Petrol,78.91,5.0,17.0,Hatchback,Pune,3.4,2010.0,Hyundai,i20 1.2 Asta,4,3,3,12,11,2830,3,1
2016 Maruti Eeco CNG 5 Seater AC BSIV,2016,1196.0,Third Party,Manual,100000.0,Second Owner,CNG,61.7,5.0,21.94,Minivans,Gurgaon,2.53,2016.0,Maruti,Eeco CNG 5 Seater AC BSIV,0,3,3,6,20,847,5,1
2021 Tata Nexon XZA Plus (O) AMT,Nov 2021,1199.0,Zero Dep,Automatic,7662.0,First Owner,Petrol,118.3,5.0,16.35,SUV,Bangalore,12.17,2021.0,Tata,Nexon XZA Plus (O) AMT,4,1,4,2,28,1575,7,0
2018 Hyundai i20 Asta Option CVT BSIV,Dec 2018,1197.0,Third Party,Automatic,29084.0,First Owner,Petrol,81.8,5.0,17.4,Hatchback,Hyderabad,6.6,2018.0,Hyundai,i20 Asta Option CVT BSIV,4,1,3,7,11,2879,3,0
2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,Jun 2019,1197.0,Third Party,Manual,42090.0,First Owner,Petrol,81.8,5.0,18.9,Hatchback,Bangalore,5.74,2019.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,4,1,3,2,11,1054,3,1
2018 Maruti Swift VXI,Sept 2018,1197.0,Third Party,Manual,69553.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Chandigarh,5.96,2018.0,Maruti,Swift VXI,4,1,3,3,20,2165,3,1
2019 Maruti Ignis 1.2 AMT Delta BSIV,Sept 2019,1197.0,Zero Dep,Automatic,47844.0,Second Owner,Petrol,81.8,5.0,20.89,Hatchback,Hyderabad,5.12,2019.0,Maruti,Ignis 1.2 AMT Delta BSIV,4,3,4,7,20,1146,3,0
2010 Maruti Zen Estilo VXI BSIV,Apr 2010,998.0,Comprehensive,Manual,61633.0,Second Owner,Petrol,67.1,5.0,19.0,Hatchback,Chennai,1.95,2010.0,Maruti,Zen Estilo VXI BSIV,4,3,0,4,20,2788,3,1
2018 Mahindra Thar CRDe,Mar 2018,2498.0,Comprehensive,Manual,32000.0,Second Owner,Diesel,105.0,6.0,16.55,SUV,Bangalore,9.75,2018.0,Mahindra,Thar CRDe,1,3,0,2,19,2231,7,1
2019 Maruti Baleno 1.2 Delta,Oct 2019,1197.0,Third Party,Manual,64891.0,Second Owner,Petrol,83.1,5.0,21.4,Hatchback,Jaipur,5.64,2019.0,Maruti,Baleno 1.2 Delta,4,3,3,8,20,323,3,1
2013 Maruti Alto 800 VXI,2013,796.0,Third Party,Manual,80000.0,First Owner,Petrol,47.3,5.0,22.74,Hatchback,Agra,2.1,2013.0,Maruti,Alto 800 VXI,4,1,3,0,20,148,3,1
2014 Volkswagen Polo 1.5 TDI Highline,Jun 2014,1498.0,Third Party,Manual,100578.0,Second Owner,Diesel,88.8,5.0,20.14,Hatchback,Bangalore,6.4,2014.0,Volkswagen,Polo 1.5 TDI Highline,1,3,3,2,30,1647,3,1
2012 Maruti Alto K10 2010-2014 VXI,Jun 2012,998.0,Comprehensive,Manual,54007.0,First Owner,Petrol,67.1,5.0,20.92,Hatchback,Bangalore,2.65,2012.0,Maruti,Alto K10 2010-2014 VXI,4,1,0,2,20,154,3,1
2016 Honda City i VTEC V,Jul 2016,1497.0,Comprehensive,Manual,46275.0,First Owner,Petrol,117.3,5.0,17.8,Sedan,Bangalore,7.23,2016.0,Honda,City i VTEC V,4,1,0,2,10,583,8,1
2023 MG Hector 1.5 Turbo Smart pro BSVI,2023,1451.0,Third Party,Manual,10000.0,First Owner,Petrol,141.0,5.0,13.79,SUV,Bangalore,19.5,2023.0,MG,Hector 1.5 Turbo Smart pro BSVI,4,1,3,2,18,1112,7,1
2012 Hyundai i10 Magna 1.2 iTech SE,Jul 2012,1197.0,Comprehensive,Manual,52300.0,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Delhi,2.35,2012.0,Hyundai,i10 Magna 1.2 iTech SE,4,1,0,5,11,2823,3,1
2012 Maruti Swift Dzire LXI,Nov 2012,1197.0,Third Party,Manual,64302.0,First Owner,Petrol,88.5,5.0,22.41,Sedan,Bangalore,3.99,2012.0,Maruti,Swift Dzire LXI,4,1,3,2,20,2107,8,1
2008 Hyundai Santro Xing XE,2008,1086.0,Third Party,Manual,100000.0,Second Owner,Petrol,63.0,5.0,17.8,Hatchback,Mumbai,1.5,2008.0,Hyundai,Santro Xing XE,4,3,3,11,11,1931,3,1
2014 Hyundai EON Era Plus,May 2014,814.0,Third Party,Manual,74318.0,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Lucknow,2.0,2014.0,Hyundai,EON Era Plus,4,1,3,10,11,776,3,1
2017 Skoda Octavia 1.8 TSI AT Style Plus,2017,1798.0,Third Party,Automatic,100000.0,First Owner,Petrol,177.0,5.0,15.1,Sedan,Mumbai,9.2,2017.0,Skoda,Octavia 1.8 TSI AT Style Plus,4,1,3,11,27,1593,8,0
2018 Mahindra XUV500 W11 AT BSIV,Aug 2018,2179.0,Zero Dep,Automatic,18000.0,First Owner,Diesel,152.8,7.0,15.1,SUV,Mumbai,15.95,2018.0,Mahindra,XUV500 W11 AT BSIV,1,1,4,11,19,2680,7,0
2017 Hyundai i20 Asta 1.4 CRDi,Jun 2017,1396.0,Comprehensive,Manual,116263.0,Third Owner,Diesel,88.7,5.0,22.54,Hatchback,Ahmedabad,5.65,2017.0,Hyundai,i20 Asta 1.4 CRDi,1,4,0,1,11,2863,3,1
2021 Skoda Rapid 1.0 TSI Onyx,2021,999.0,Third Party,Manual,20000.0,First Owner,Petrol,108.6,5.0,18.97,Sedan,Agra,9.5,2021.0,Skoda,Rapid 1.0 TSI Onyx,4,1,3,0,27,1741,8,1
2015 Hyundai i20 Asta Option 1.2,Jun 2015,1197.0,Comprehensive,Manual,93000.0,First Owner,Petrol,81.8,5.0,18.6,Hatchback,Bangalore,6.25,2015.0,Hyundai,i20 Asta Option 1.2,4,1,0,2,11,2875,3,1
2018 Volkswagen Polo GT TSI Sport Edition,Jun 2018,1197.0,Comprehensive,Automatic,64059.0,First Owner,Petrol,103.5,5.0,17.21,Hatchback,Delhi,7.38,2018.0,Volkswagen,Polo GT TSI Sport Edition,4,1,0,5,30,1658,3,0
2010 Chevrolet Beat LT,Dec 2010,1199.0,Not Available,Manual,89748.0,Fourth Owner,Petrol,79.4,5.0,18.6,Hatchback,Jaipur,1.18,2010.0,Chevrolet,Beat LT,4,2,2,8,3,354,3,1
2008 Hyundai Santro Xing GLS,Mar 2008,1086.0,Not Available,Manual,164359.0,Third Owner,Petrol,62.1,5.0,17.92,Hatchback,Jaipur,0.75635,2008.0,Hyundai,Santro Xing GLS,4,4,2,8,11,1927,3,1
2017 Maruti Swift VDI BSIV,2017,1248.0,Third Party,Manual,70000.0,First Owner,Diesel,74.0,5.0,25.2,Hatchback,Delhi,5.0,2017.0,Maruti,Swift VDI BSIV,1,1,3,5,20,2158,3,1
2012 Maruti Alto LXi,Apr 2012,796.0,Comprehensive,Manual,63697.0,First Owner,Petrol,46.3,5.0,19.7,Hatchback,Chennai,2.35,2012.0,Maruti,Alto LXi,4,1,0,4,20,169,3,1
2016 Maruti Vitara Brezza ZDi,Oct 2016,1248.0,Zero Dep,Manual,79221.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Pune,8.13,2016.0,Maruti,Vitara Brezza ZDi,1,1,4,12,20,2480,7,1
2009 Chevrolet Spark 1.0 PS,2009,995.0,Third Party,Manual,80000.0,First Owner,Petrol,62.14,5.0,16.0,Hatchback,Hyderabad,1.2,2009.0,Chevrolet,Spark 1.0 PS,4,1,3,7,3,2043,3,1
2023 Skoda Slavia 1.5 TSI Style AT,Mar 2023,1498.0,Comprehensive,Automatic,18000.0,First Owner,Petrol,147.5,5.0,18.41,Sedan,Kolkata,16.85,2023.0,Skoda,Slavia 1.5 TSI Style AT,4,1,0,9,27,2016,8,0
2015 Maruti Celerio ZXI,May 2015,998.0,Comprehensive,Manual,57521.0,First Owner,Petrol,65.7,5.0,25.24,Hatchback,Bangalore,4.54,2015.0,Maruti,Celerio ZXI,4,1,0,2,20,474,3,1
2019 Hyundai Creta 1.6 SX Option Executive,2019,1591.0,Third Party,Manual,40000.0,First Owner,Petrol,121.3,5.0,15.8,SUV,Hyderabad,13.2,2019.0,Hyundai,Creta 1.6 SX Option Executive,4,1,3,7,11,699,7,1
2008 Maruti Wagon R LXI,May 2008,998.0,Third Party,Manual,60000.0,First Owner,Petrol,67.0,5.0,21.79,Hatchback,Pune,1.7,2008.0,Maruti,Wagon R LXI,4,1,3,12,20,2517,3,1
2011 BMW X1 sDrive20d,2011,1995.0,Third Party,Automatic,80000.0,Second Owner,Diesel,184.0,5.0,17.05,SUV,Hyderabad,9.5,2011.0,BMW,X1 sDrive20d,1,3,3,7,1,2570,7,0
2018 Honda WR-V i-VTEC VX,May 2018,1199.0,Zero Dep,Manual,12724.0,Second Owner,Petrol,88.7,5.0,17.5,SUV,Gurgaon,7.1,2018.0,Honda,WR-V i-VTEC VX,4,3,4,6,10,2500,7,1
2017 Hyundai Verna 1.6 VTVT AT SX,Mar 2017,1591.0,Third Party,Automatic,15504.0,First Owner,Petrol,121.3,5.0,17.01,Sedan,Mumbai,7.81,2017.0,Hyundai,Verna 1.6 VTVT AT SX,4,1,3,11,11,2429,8,0
2014 Skoda Octavia Ambition 2.0 TDI AT,Aug 2014,1968.0,Not Available,Automatic,27277.0,First Owner,Diesel,141.0,5.0,19.3,Sedan,Chandigarh,11.15,2014.0,Skoda,Octavia Ambition 2.0 TDI AT,1,1,2,3,27,1600,8,0
2021 Tata Tigor XZA Plus AMT BSVI,Nov 2021,1199.0,Third Party,Automatic,2024.0,First Owner,Petrol,84.8,5.0,19.6,Sedan,Bangalore,8.13,2021.0,Tata,Tigor XZA Plus AMT BSVI,4,1,3,2,28,2305,8,0
2019 Hyundai Xcent 1.2 VTVT S AT,Jun 2019,1197.0,Zero Dep,Automatic,37610.0,First Owner,Petrol,81.8,5.0,17.36,Sedan,Ahmedabad,6.72,2019.0,Hyundai,Xcent 1.2 VTVT S AT,4,1,4,1,11,2741,8,0
2014 Honda City i VTEC S,Jun 2014,1497.0,Third Party,Manual,37609.0,First Owner,Petrol,117.3,5.0,17.4,Sedan,Mumbai,5.0,2014.0,Honda,City i VTEC S,4,1,3,11,10,581,8,1
2016 Toyota Fortuner 4x2 AT,2016,2982.0,Third Party,Automatic,90000.0,First Owner,Diesel,168.5,7.0,12.55,SUV,Kolkata,16.4,2016.0,Toyota,Fortuner 4x2 AT,1,1,3,9,29,998,7,0
2012 Nissan Micra XV,2012,1198.0,Third Party,Manual,120000.0,First Owner,Petrol,75.0,5.0,18.06,Hatchback,Delhi,2.1,2012.0,Nissan,Micra XV,4,1,3,5,23,1472,3,1
2022 Maruti Wagon R LXI CNG BSVI,Jul 2022,998.0,Comprehensive,Manual,20000.0,First Owner,CNG,55.9,5.0,34.05,Hatchback,Delhi,5.5,2022.0,Maruti,Wagon R LXI CNG BSVI,0,1,0,5,20,2522,3,1
2017 BMW X1 M Sport sDrive 20d,May 2017,1995.0,Comprehensive,Automatic,55000.0,Second Owner,Diesel,188.0,5.0,17.05,SUV,Chennai,26.5,2017.0,BMW,X1 M Sport sDrive 20d,1,3,0,4,1,2563,7,0
2015 Hyundai Grand i10 Sportz,May 2015,1197.0,Comprehensive,Manual,46988.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,4.83,2015.0,Hyundai,Grand i10 Sportz,4,1,0,2,11,1086,3,1
2021 Maruti Alto 800 LXI,2021,796.0,Third Party,Manual,20000.0,First Owner,Petrol,47.3,5.0,22.05,Hatchback,Delhi,3.7,2021.0,Maruti,Alto 800 LXI,4,1,3,5,20,138,3,1
2019 Skoda Octavia 1.8 TSI AT L K,May 2019,1798.0,Third Party,Automatic,67896.0,First Owner,Petrol,178.0,5.0,15.1,Sedan,Jaipur,15.08,2019.0,Skoda,Octavia 1.8 TSI AT L K,4,1,3,8,27,1590,8,0
2020 Kia Seltos HTK Plus D,Mar 2020,1493.0,Zero Dep,Manual,17662.0,First Owner,Diesel,113.4,5.0,20.8,SUV,Pune,13.21,2020.0,Kia,Seltos HTK Plus D,1,1,4,12,15,1997,7,1
2020 Tata Tiago XT BSVI,Aug 2020,1199.0,Third Party,Manual,15874.0,First Owner,Petrol,84.8,5.0,19.01,Hatchback,Kolkata,4.75,2020.0,Tata,Tiago XT BSVI,4,1,3,9,28,2270,3,1
2014 Hyundai Grand i10 CRDi Magna,2014,1120.0,Third Party,Manual,70000.0,First Owner,Diesel,70.0,5.0,24.0,Hatchback,Delhi,3.6,2014.0,Hyundai,Grand i10 CRDi Magna,1,1,3,5,11,1065,3,1
2012 BMW 3 Series 320d Luxury Line,2012,1995.0,Third Party,Automatic,80000.0,Fourth Owner,Diesel,184.0,5.0,18.88,Sedan,Pune,10.0,2012.0,BMW,3 Series 320d Luxury Line,1,2,3,12,1,13,8,0
2019 Skoda Superb LK 1.8 TSI AT,Jun 2019,1798.0,Third Party,Automatic,54000.0,First Owner,Petrol,177.4,5.0,14.67,Sedan,Kolkata,18.5,2019.0,Skoda,Superb LK 1.8 TSI AT,4,1,3,9,27,2068,8,0
2021 Renault KWID RXT,2021,799.0,Third Party,Manual,10000.0,First Owner,Petrol,53.2,5.0,22.3,Hatchback,Jaipur,4.45,2021.0,Renault,KWID RXT,4,1,3,8,26,1352,3,1
2015 Honda City i VTEC SV,Jun 2015,1497.0,Third Party,Manual,65253.0,First Owner,Petrol,117.3,5.0,17.4,Sedan,Pune,6.39,2015.0,Honda,City i VTEC SV,4,1,3,12,10,582,8,1
2022 Hyundai Creta SX Opt Diesel AT BSVI,Feb 2022,1493.0,Comprehensive,Automatic,5700.0,First Owner,Diesel,113.4,5.0,0.0,SUV,Delhi,19.86,2022.0,Hyundai,Creta SX Opt Diesel AT BSVI,1,1,0,5,11,719,7,0
2010 Maruti Eeco 7 Seater Standard BSIV,2010,1196.0,Third Party,Manual,50000.0,Third Owner,Petrol,73.0,7.0,15.37,Minivans,Kolkata,1.75,2010.0,Maruti,Eeco 7 Seater Standard BSIV,4,4,3,9,20,845,5,1
2010 Hyundai i20 1.2 Asta,2010,1197.0,Third Party,Manual,80000.0,Second Owner,Petrol,78.91,5.0,17.0,Hatchback,Ahmedabad,3.0,2010.0,Hyundai,i20 1.2 Asta,4,3,3,1,11,2830,3,1
2012 Maruti Swift VXI,Nov 2012,1197.0,Third Party,Manual,78249.0,Third Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,4.21,2012.0,Maruti,Swift VXI,4,4,3,2,20,2165,3,1
2012 Honda Brio S MT,Aug 2012,1198.0,Third Party,Manual,53300.0,Second Owner,Petrol,86.8,5.0,19.4,Hatchback,Pune,2.49,2012.0,Honda,Brio S MT,4,3,3,12,10,392,3,1
2013 Mitsubishi Pajero Sport 4X4,2013,2477.0,Third Party,Manual,100000.0,Second Owner,Diesel,175.5,7.0,13.5,SUV,Pune,7.95,2013.0,Mitsubishi,Pajero Sport 4X4,1,3,3,12,22,1626,7,1
2012 Maruti Wagon R VXI,Jul 2012,998.0,Comprehensive,Manual,65000.0,First Owner,Petrol,67.0,5.0,21.79,Hatchback,Delhi,2.1,2012.0,Maruti,Wagon R VXI,4,1,0,5,20,2534,3,1
2021 Hyundai Santro Asta AMT,Jun 2021,1086.0,Third Party,Automatic,5482.0,First Owner,Petrol,68.0,5.0,20.3,Hatchback,Delhi,6.39,2021.0,Hyundai,Santro Asta AMT,4,1,3,5,11,1905,3,0
2017 Hyundai Verna 1.6 VTVT SX Option,Oct 2017,1591.0,Comprehensive,Manual,45364.0,Second Owner,Petrol,121.3,5.0,17.01,Sedan,Ahmedabad,8.67,2017.0,Hyundai,Verna 1.6 VTVT SX Option,4,3,0,1,11,2434,8,1
2016 Hyundai Grand i10 Magna,Oct 2016,1197.0,Third Party,Manual,53000.0,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Delhi,3.99,2016.0,Hyundai,Grand i10 Magna,4,3,3,5,11,1068,3,1
2009 Chevrolet Spark 1.0 LT,2009,995.0,Third Party,Manual,60000.0,Third Owner,Petrol,62.0,5.0,18.0,Hatchback,Agra,0.5,2009.0,Chevrolet,Spark 1.0 LT,4,4,3,0,3,2041,3,1
2017 Hyundai i20 Asta 1.2,Dec 2017,1197.0,Third Party,Manual,51181.0,First Owner,Petrol,81.8,5.0,18.6,Hatchback,Bangalore,6.39,2017.0,Hyundai,i20 Asta 1.2,4,1,3,2,11,2862,3,1
2017 Honda BR-V i-DTEC S MT,Jul 2017,1498.0,Third Party,Manual,64898.0,First Owner,Diesel,98.6,7.0,21.9,SUV,Ahmedabad,6.39,2017.0,Honda,BR-V i-DTEC S MT,1,1,3,1,10,313,7,1
2017 Hyundai Creta 1.4 E Plus CRDi,Dec 2017,1396.0,Comprehensive,Manual,70000.0,First Owner,Diesel,88.7,5.0,22.1,SUV,Delhi,7.95,2017.0,Hyundai,Creta 1.4 E Plus CRDi,1,1,0,5,11,682,7,1
2017 Maruti Swift VDI Optional,Apr 2017,1248.0,Zero Dep,Manual,36496.0,First Owner,Diesel,74.0,5.0,25.2,Hatchback,Bangalore,6.64,2017.0,Maruti,Swift VDI Optional,1,1,4,2,20,2161,3,1
2016 Maruti Swift VXI,Jul 2016,1197.0,Third Party,Manual,43000.0,First Owner,Petrol,81.8,5.0,21.21,Hatchback,Jaipur,4.8,2016.0,Maruti,Swift VXI,4,1,3,8,20,2165,3,1
2018 Maruti Swift Dzire ZDI Plus,Jun 2018,1248.0,Third Party,Manual,99367.0,First Owner,Diesel,74.0,5.0,28.4,Sedan,Jaipur,7.15,2018.0,Maruti,Swift Dzire ZDI Plus,1,1,3,8,20,2134,8,1
2017 Maruti Swift VXI Optional,Jun 2017,1197.0,Comprehensive,Manual,48197.0,First Owner,Petrol,81.8,5.0,20.4,Hatchback,Bangalore,6.45,2017.0,Maruti,Swift VXI Optional,4,1,0,2,20,2174,3,1
2017 Hyundai Verna CRDi 1.6 AT SX Plus,Jun 2017,1582.0,Third Party,Automatic,76089.0,First Owner,Diesel,126.2,5.0,22.0,Sedan,Chennai,9.32,2017.0,Hyundai,Verna CRDi 1.6 AT SX Plus,1,1,3,4,11,2441,8,0
2017 Hyundai i20 Sportz 1.2,2017,1197.0,Third Party,Manual,50000.0,First Owner,Petrol,81.8,5.0,18.6,Hatchback,Bangalore,6.0,2017.0,Hyundai,i20 Sportz 1.2,4,1,3,2,11,2910,3,1
2017 Maruti SX4 S Cross DDiS 200 Delta,Jan 2018,1248.0,Third Party,Manual,50669.0,First Owner,Diesel,88.5,5.0,23.65,SUV,Ahmedabad,5.62,2017.0,Maruti,SX4 S Cross DDiS 200 Delta,1,1,3,1,20,1870,7,1
2012 Volvo XC60 D3 Summum,Aug 2012,1985.0,Third Party,Automatic,109000.0,First Owner,Diesel,163.0,5.0,14.7,SUV,Hyderabad,10.15,2012.0,Volvo,XC60 D3 Summum,1,1,3,7,31,2608,7,0
2016 Maruti Wagon R LXI CNG,Feb 2016,998.0,Comprehensive,Manual,85246.0,First Owner,CNG,58.1,5.0,26.6,Hatchback,Pune,3.57,2016.0,Maruti,Wagon R LXI CNG,0,1,0,12,20,2521,3,1
2021 Hyundai Alcazar Platinum (O) Diesel AT BSVI,Nov 2021,1493.0,Not Available,Automatic,12879.0,First Owner,Diesel,113.9,6.0,18.1,SUV,Pune,18.0,2021.0,Hyundai,Alcazar Platinum (O) Diesel AT BSVI,1,1,2,12,11,119,7,0
2013 Audi A4 35 TDI Premium Sport,Jun 2013,1968.0,Comprehensive,Automatic,73000.0,Second Owner,Diesel,174.3,5.0,17.11,Sedan,Chennai,13.9,2013.0,Audi,A4 35 TDI Premium Sport,1,3,0,4,0,90,8,0
2018 Hyundai Verna VTVT 1.6 AT SX Option,Mar 2018,1591.0,Third Party,Automatic,57600.0,First Owner,Petrol,121.3,5.0,17.0,Sedan,Hyderabad,10.8,2018.0,Hyundai,Verna VTVT 1.6 AT SX Option,4,1,3,7,11,2462,8,0
2019 Hyundai Grand i10 1.2 Kappa Magna BSIV,Apr 2019,1197.0,Third Party,Manual,69561.0,Second Owner,Petrol,81.8,5.0,18.9,Hatchback,Ahmedabad,5.48,2019.0,Hyundai,Grand i10 1.2 Kappa Magna BSIV,4,3,3,1,11,1052,3,1
2019 Hyundai Creta 1.6 SX Automatic,Feb 2019,1591.0,Third Party,Automatic,19722.0,Second Owner,Petrol,121.3,5.0,14.8,SUV,Mumbai,12.56,2019.0,Hyundai,Creta 1.6 SX Automatic,4,3,3,11,11,694,7,0
2016 Honda Amaze SX i-VTEC,Nov 2016,1198.0,Zero Dep,Manual,64134.0,First Owner,Petrol,86.7,5.0,18.0,Sedan,Gurgaon,5.12,2016.0,Honda,Amaze SX i-VTEC,4,1,4,6,10,225,8,1
2019 Ford Endeavour 3.2 Titanium AT 4X4,2019,3198.0,Third Party,Automatic,90000.0,First Owner,Diesel,197.0,7.0,10.91,SUV,Mumbai,32.0,2019.0,Ford,Endeavour 3.2 Titanium AT 4X4,1,1,3,11,9,868,7,0
2011 Mahindra Thar CRDe AC,2011,2498.0,Third Party,Manual,90000.0,Second Owner,Diesel,105.0,6.0,16.55,SUV,Jaipur,5.0,2011.0,Mahindra,Thar CRDe AC,1,3,3,8,19,2233,7,1
2016 Tata Tiago XM,Dec 2017,1199.0,Comprehensive,Manual,108498.0,First Owner,Petrol,83.8,5.0,23.84,Hatchback,Hyderabad,3.85,2016.0,Tata,Tiago XM,4,1,0,7,28,2269,3,1
2021 Maruti Wagon R CNG LXI,Aug 2021,998.0,Comprehensive,Manual,26032.0,First Owner,CNG,58.3,5.0,32.52,Hatchback,Delhi,5.99,2021.0,Maruti,Wagon R CNG LXI,0,1,0,5,20,2505,3,1
2018 Tata Tiago 1.2 Revotron XZ,Nov 2018,1199.0,Comprehensive,Manual,42000.0,First Owner,Petrol,84.0,5.0,23.84,Hatchback,Pune,4.85,2018.0,Tata,Tiago 1.2 Revotron XZ,4,1,0,12,28,2258,3,1
2014 Hyundai EON Era,Jul 2014,814.0,Third Party,Manual,70000.0,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Pune,2.5,2014.0,Hyundai,EON Era,4,1,3,12,11,775,3,1
2021 Renault Kiger RXZ,Mar 2021,999.0,Zero Dep,Manual,15987.0,First Owner,Petrol,71.0,5.0,19.17,SUV,Ahmedabad,7.19,2021.0,Renault,Kiger RXZ,4,1,4,1,26,1369,7,1
2022 Renault KWID RXT,2022,799.0,Third Party,Manual,10000.0,First Owner,Petrol,53.2,5.0,22.3,Hatchback,Kolkata,4.3,2022.0,Renault,KWID RXT,4,1,3,9,26,1352,3,1
2014 Renault Duster 85PS Diesel RxE,2014,1461.0,Third Party,Manual,100000.0,First Owner,Diesel,83.8,5.0,20.45,SUV,Mumbai,4.0,2014.0,Renault,Duster 85PS Diesel RxE,1,1,3,11,26,748,7,1
2013 Maruti Wagon R VXI BS IV,Jun 2013,998.0,Comprehensive,Manual,8889.0,First Owner,Petrol,67.1,5.0,18.9,Hatchback,Delhi,2.95,2013.0,Maruti,Wagon R VXI BS IV,4,1,0,5,20,2542,3,1
2010 Tata Indigo eGLX BS IV,2010,1193.0,Third Party,Manual,70000.0,Second Owner,Petrol,64.1,5.0,15.64,Sedan,Chennai,1.75,2010.0,Tata,Indigo eGLX BS IV,4,3,3,4,28,1206,8,1
